"Judgenum","judge","nomination_date","confirmation_date","confirmation_vote","appointed_by","pres_start_date","start_active_date","end_active_date","end_senior_date","court","court_type","months_from_inauguration"
NA,"Clary, Thomas James",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1969-03-01,1977-08-01,"NA Circuit","Appeals",57
NA,"Clifford, Jr., John David",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-03-24,1956-11-18,NA,"NA Circuit","Appeals",26
NA,"Conger, Abraham Benjamin",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-06-06,1953-12-09,NA,"NA Circuit","Appeals",53
NA,"Connally, Ben Clarkson",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-13,1974-12-28,1975-12-02,"NA Circuit","Appeals",57
NA,"Curran, Edward Matthew",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-10-16,1971-04-02,1988-01-10,"NA Circuit","Appeals",21
NA,"Edward Jord",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-07-11,1961-07-28,1986-03-17,"NA Circuit","Appeals",78
NA,"Donovan, Dennis Francis",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-07-18,1965-12-31,1974-09-16,"NA Circuit","Appeals",6
NA,"Dooley, Joseph Brannon",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-07-09,1966-10-01,1967-01-19,"NA Circuit","Appeals",30
NA,"Driver, Samuel Marion",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-04-13,1958-09-12,NA,"NA Circuit","Appeals",15
NA,"Edelstein, David Norton",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-11-01,1994-11-01,2000-08-19,"NA Circuit","Appeals",82
NA,"Erskine, Herbert Wilson",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-03-01,1951-03-18,NA,"NA Circuit","Appeals",50
NA,"Foley, James Thomas",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-02-02,1980-06-30,1990-08-17,"NA Circuit","Appeals",49
NA,"Follmer, Frederick Voris",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-08-07,1967-12-30,1971-05-03,"NA Circuit","Appeals",19
NA,"Friedman, Monroe Mark",NA,NA,NA,"Harry S. Truman",1945-01-01,1952-07-17,1953-07-24,NA,"NA Circuit","Appeals",90
NA,"Gibson, Jr., Ernest W.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-18,1969-11-04,NA,"NA Circuit","Appeals",57
NA,"Gilliam, Donnell",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-05-18,1959-03-16,1960-03-06,"NA Circuit","Appeals",4
NA,"Gourley, Wallace Samuel",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-11-29,1969-08-04,1976-09-23,"NA Circuit","Appeals",10
NA,"Grim, Allan Kuhn",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1961-11-01,1965-12-07,"NA Circuit","Appeals",57
NA,"Harper, Roy WinfieldRo",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-08-07,1971-01-05,1994-02-13,"NA Circuit","Appeals",31
NA,"Harris, George Bernard",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-07-09,1970-07-31,1983-10-18,"NA Circuit","Appeals",18
NA,"Hartshorne, Richard",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-10-20,1961-10-29,1975-09-14,"NA Circuit","Appeals",81
NA,"Hatch, Carl",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-01-21,1963-04-05,1963-09-15,"NA Circuit","Appeals",48
NA,"Henderson, David Ezekiel",NA,NA,NA,"Harry S. Truman",1945-01-01,1948-09-01,1949-02-14,NA,"NA Circuit","Appeals",44
NA,"Hill, Delmas Carl",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1961-09-28,NA,"NA Circuit","Appeals",57
NA,"Holtzoff, Alexander",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-09-28,1967-12-31,1969-09-06,"NA Circuit","Appeals",8
NA,"Hooper, Frank Arthur",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1967-06-29,1985-02-11,"NA Circuit","Appeals",57
NA,"Kampf, Edward S.",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-02-08,1948-07-01,NA,"NA Circuit","Appeals",13
NA,"Kaufman, Irving",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1961-09-22,NA,"NA Circuit","Appeals",57
NA,"Kaufman, Samuel H.",NA,NA,NA,"Harry S. Truman",1945-01-01,1948-06-22,1955-07-31,1960-05-05,"NA Circuit","Appeals",41
NA,"Keech, Richmond Bowling",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-10-14,1966-11-01,1986-04-13,"NA Circuit","Appeals",21
NA,"Kirkland, James Robert",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1958-02-25,NA,"NA Circuit","Appeals",57
NA,"Knous, William Lee",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-04-07,1959-12-12,NA,"NA Circuit","Appeals",63
NA,"Koscinski, Arthur A.",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-07-18,1957-04-30,1957-11-21,"NA Circuit","Appeals",6
NA,"Leahy, Edward L.",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-01-03,1953-07-22,NA,"NA Circuit","Appeals",72
NA,"Lemmon, Dal Millington",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-02-07,1954-05-03,NA,"NA Circuit","Appeals",25
NA,"Levin, Theodore",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-07-27,1970-12-31,NA,"NA Circuit","Appeals",18
NA,"Lindberg, William James",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-04-25,1971-03-01,1981-12-15,"NA Circuit","Appeals",75
NA,"Lynne, Seybourn Harris",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-01-03,1973-01-09,2000-09-10,"NA Circuit","Appeals",12
NA,"Madden, Thomas M.",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-10-25,1968-01-01,1976-03-29,"NA Circuit","Appeals",9
NA,"Marsh, Jr., Rabe Ferguson",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-06-08,1977-01-31,1993-04-19,"NA Circuit","Appeals",65
NA,"Mathes, William Carey",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-10-17,1965-06-09,1967-07-24,"NA Circuit","Appeals",9
NA,"Matthews, Burnita Shelton",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1968-03-01,1988-04-25,"NA Circuit","Appeals",57
NA,"McCarthy, William T.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-02-02,1960-05-31,1964-04-06,"NA Circuit","Appeals",49
NA,"McGohey, John F. X.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1970-03-17,1972-07-07,"NA Circuit","Appeals",57
NA,"McGranery, James P.",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-08-07,1952-05-26,NA,"NA Circuit","Appeals",19
NA,"McLaughlin, Charles F.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1964-12-31,1976-02-05,"NA Circuit","Appeals",57
NA,"McNamee, Charles Joseph",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-03-09,1964-05-02,NA,"NA Circuit","Appeals",74
NA,"Medina, Harold",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-06-20,1951-06-23,NA,"NA Circuit","Appeals",29
NA,"Mellott, Arthur Johnson",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-11-29,1957-12-29,NA,"NA Circuit","Appeals",10
NA,"Modarelli, Alfred Egidio",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-01-03,1957-09-22,NA,"NA Circuit","Appeals",72
NA,"Murphy, Edward Preston",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-12-21,1958-12-13,NA,"NA Circuit","Appeals",71
NA,"Murphy, John W.",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-05-27,1962-03-28,NA,"NA Circuit","Appeals",16
NA,"Murphy, Thomas Francis",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-07-02,1970-12-03,1995-10-26,"NA Circuit","Appeals",78
NA,"Murray, William Daniel",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-05-09,1965-12-31,1994-10-03,"NA Circuit","Appeals",52
NA,"Noonan, Gregory Francis",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1964-05-01,NA,"NA Circuit","Appeals",57
NA,"Perry, Joseph Sam",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-08-22,1971-11-29,1984-02-18,"NA Circuit","Appeals",79
NA,"Platt, Casper",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-13,1965-09-16,NA,"NA Circuit","Appeals",57
NA,"Rayfiel, Leo F.",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-07-30,1966-03-04,1978-11-18,"NA Circuit","Appeals",30
NA,"Rice, Jr., Ben Herbert",NA,NA,NA,"Harry S. Truman",1945-01-01,1945-09-28,1964-03-14,NA,"NA Circuit","Appeals",8
NA,"Riley, William F.",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-12-27,1956-12-29,NA,"NA Circuit","Appeals",71
NA,"Ritter, Willis William",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1978-03-04,NA,"NA Circuit","Appeals",57
NA,"Rodney, Richard Seymour",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-07-31,1957-01-01,1963-12-22,"NA Circuit","Appeals",18
NA,"Ryan, Sylvester J.",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-11-01,1973-01-03,1981-04-10,"NA Circuit","Appeals",34
NA,"Scarlett, Francis Muir",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-02-14,1968-08-02,1971-11-18,"NA Circuit","Appeals",13
NA,"Sheehy, Joseph Warren",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-06-08,1967-02-23,NA,"NA Circuit","Appeals",77
NA,"Shelbourne, Roy Mahlon",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-02-08,1964-11-01,1974-12-29,"NA Circuit","Appeals",13
NA,"Simpson, John Milton Bryan",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-09-26,1966-11-22,NA,"NA Circuit","Appeals",68
NA,"Sloan, William Boyd",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-03-23,1965-08-01,1970-10-22,"NA Circuit","Appeals",74
NA,"Solomon, Gus J.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1971-09-01,1987-02-15,"NA Circuit","Appeals",57
NA,"Speakman, Howard C.",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-04-13,1952-06-17,NA,"NA Circuit","Appeals",15
NA,"Starr, Raymond Wesley",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-07-25,1961-08-15,1968-11-02,"NA Circuit","Appeals",18
NA,"Steckler, William Elwood",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-04-07,1986-12-31,1995-03-08,"NA Circuit","Appeals",63
NA,"Stewart, William Alvah",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-04-25,1953-04-09,NA,"NA Circuit","Appeals",75
NA,"Sugarman, Sidney",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1971-06-30,1974-08-09,"NA Circuit","Appeals",57
NA,"Switzer, Carroll O.",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1950-08-09,NA,"NA Circuit","Appeals",57
NA,"Tamm, Edward Allen",NA,NA,NA,"Harry S. Truman",1945-01-01,1948-06-22,1965-03-16,NA,"NA Circuit","Appeals",41
NA,"Taylor, Robert Love",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-11-02,1984-01-15,1987-07-11,"NA Circuit","Appeals",58
NA,"Tehan, Robert Emmet",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-05-19,1971-06-30,1975-11-27,"NA Circuit","Appeals",52
NA,"Thomas, Daniel Holcombe",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-03-09,1971-08-25,2000-04-13,"NA Circuit","Appeals",74
NA,"Thomason, R. Ewing",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-06-05,1963-06-01,1973-11-08,"NA Circuit","Appeals",29
NA,"Thornton, Thomas Patrick",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-02-02,1966-02-15,1985-07-01,"NA Circuit","Appeals",49
NA,"Tolin, Ernest Allen",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-10-30,1961-06-11,NA,"NA Circuit","Appeals",81
NA,"Wallace, William Robert",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-06-08,1960-06-24,NA,"NA Circuit","Appeals",65
NA,"Walsh, James Augustine",NA,NA,NA,"Harry S. Truman",1945-01-01,1952-07-07,1976-07-09,1991-05-02,"NA Circuit","Appeals",90
NA,"Warlick, Wilson",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-02-02,1968-06-24,1978-01-30,"NA Circuit","Appeals",49
NA,"Weinberger, Jacob",NA,NA,NA,"Harry S. Truman",1945-01-01,1946-02-21,1958-11-01,1974-05-20,"NA Circuit","Appeals",13
NA,"Weinfeld, Edward",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-08-05,1988-01-17,NA,"NA Circuit","Appeals",67
NA,"Westover, Harry Clay",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-18,1965-12-31,1983-04-14,"NA Circuit","Appeals",57
NA,"Whitehurst, George William",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-02-23,1961-06-30,1974-01-13,"NA Circuit","Appeals",61
NA,"Williams, Ashton Hilliard",NA,NA,NA,"Harry S. Truman",1945-01-01,1952-07-03,1962-02-25,NA,"NA Circuit","Appeals",90
NA,"Wright, J. Skelly",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-12-21,1962-04-15,NA,"NA Circuit","Appeals",59
NA,"Youngdahl, Luther",NA,NA,NA,"Harry S. Truman",1945-01-01,1951-08-29,1966-05-29,1978-06-21,"NA Circuit","Appeals",79
NA,"Abruzzo, Matthew T.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-02-15,1966-02-15,1971-05-28,"NA Circuit","Appeals",37
NA,"Adair, J. Leroy",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-04-27,1956-01-19,NA,"NA Circuit","Appeals",51
NA,"Allred, James",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-02-23,1942-05-15,NA,"NA Circuit","Appeals",73
NA,"Baldwin, James Harris",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-06-04,1944-10-26,NA,"NA Circuit","Appeals",29
NA,"Bard, Guy K.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-12-20,1952-07-16,NA,"NA Circuit","Appeals",83
NA,"Barker, William Julius",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-02-05,1959-04-30,1968-04-13,"NA Circuit","Appeals",85
NA,"Barksdale, Alfred D.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-12-19,1957-08-01,1972-08-16,"NA Circuit","Appeals",83
NA,"Beaumont, Campbell Eben",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-08-05,1954-11-19,NA,"NA Circuit","Appeals",79
NA,"Bell, Robert Cook",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1933-06-13,1961-05-01,1964-03-17,"NA Circuit","Appeals",5
NA,"Black, Lloyd Llewellyn",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-08-11,1950-08-23,NA,"NA Circuit","Appeals",79
NA,"Bowen, John Clyde",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1934-03-20,1961-06-05,1978-04-27,"NA Circuit","Appeals",14
NA,"Boyd, Marion Speed",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-09-27,1966-08-01,1988-01-09,"NA Circuit","Appeals",92
NA,"Brennan, Stephen W.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-05-06,1963-05-01,1968-04-09,"NA Circuit","Appeals",112
NA,"Bright, John",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1941-06-06,1948-03-24,NA,"NA Circuit","Appeals",101
NA,"Broaddus, Bower Slack",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-10-01,1949-12-10,NA,"NA Circuit","Appeals",93
NA,"Brown, Sr., Robert Lewis",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1945-04-07,1948-04-02,NA,"NA Circuit","Appeals",147
NA,"Burke, Harold P.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-06-18,1981-06-15,1981-07-17,"NA Circuit","Appeals",53
NA,"Caillouet, Adrian Joseph",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-04-23,1946-12-19,NA,"NA Circuit","Appeals",87
NA,"Campbell, William Joseph",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-10-10,1970-03-19,1988-10-19,"NA Circuit","Appeals",93
NA,"Chandler, Jr., Stephen Sanders",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-05-13,1975-10-20,1989-04-27,"NA Circuit","Appeals",124
NA,"Clancy, John William",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-22,1959-04-03,1969-03-02,"NA Circuit","Appeals",41
NA,"Clark, Chase A.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-03-10,1964-04-30,1966-12-30,"NA Circuit","Appeals",122
NA,"Collet, John Caskie",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-03-20,1947-07-11,NA,"NA Circuit","Appeals",50
NA,"Conger, Edward",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1938-06-24,1954-10-20,1963-08-07,"NA Circuit","Appeals",65
NA,"Connor, Aloysius Joseph",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1944-12-09,1967-12-18,NA,"NA Circuit","Appeals",143
NA,"Darr, Leslie Rogers",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-06-02,1961-03-15,1967-05-29,"NA Circuit","Appeals",77
NA,"Darr, Leslie Rogers",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-06-02,1940-11-27,NA,"NA Circuit","Appeals",77
NA,"Davidson, Thomas Whitfield",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-02-05,1965-11-01,1974-01-26,"NA Circuit","Appeals",37
NA,"Davies, Elmer David",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-07-12,1957-01-07,NA,"NA Circuit","Appeals",78
NA,"Davis, Thomas Hoyt",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1945-01-30,1961-06-30,1969-05-19,"NA Circuit","Appeals",144
NA,"Davis, David Jackson",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-12-10,1938-12-07,NA,"NA Circuit","Appeals",35
NA,"Delehant, John Wayne",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-02-13,1957-04-30,1972-04-20,"NA Circuit","Appeals",109
NA,"DeVane, Dozier A.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-04-22,1958-01-31,1963-12-15,"NA Circuit","Appeals",123
NA,"DeVane, Dozier A.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-04-22,1947-10-01,NA,"NA Circuit","Appeals",123
NA,"Dobie, Armistead Mason",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-06-02,1940-02-08,NA,"NA Circuit","Appeals",77
NA,"Donohoe, James A.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1933-04-27,1956-02-26,NA,"NA Circuit","Appeals",3
NA,"Druffel, John H.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-09-22,1961-09-30,1967-05-16,"NA Circuit","Appeals",56
NA,"Duffy, F. Ryan",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-06-29,1949-02-02,NA,"NA Circuit","Appeals",77
NA,"Duncan, Richard M.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-07-14,1965-05-31,1974-08-01,"NA Circuit","Appeals",126
NA,"Eicher, Edward C.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-01-23,1944-11-30,NA,"NA Circuit","Appeals",108
NA,"Foley, Roger Thomas",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1945-05-02,1957-04-01,1974-10-09,"NA Circuit","Appeals",148
NA,"Ford, Francis",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1938-06-24,1972-07-01,1975-05-26,"NA Circuit","Appeals",65
NA,"Ford, Hiram Church",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-03-28,1963-01-01,1969-06-08,"NA Circuit","Appeals",26
NA,"Freed, Emerich B.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1941-10-07,1955-12-04,NA,"NA Circuit","Appeals",105
NA,"Ganey, James Cullen",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-06-19,1961-08-30,NA,"NA Circuit","Appeals",89
NA,"Goldsborough, Thomas Alan",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-02-23,1951-06-16,NA,"NA Circuit","Appeals",73
NA,"Goodman, Louis Earl",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-12-24,1961-09-15,NA,"NA Circuit","Appeals",119
NA,"Graven, Henry Norman",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1944-03-24,1961-08-31,1970-02-01,"NA Circuit","Appeals",134
NA,"Hall, Peirson Mitchell",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-07-03,1968-09-30,1979-12-08,"NA Circuit","Appeals",114
NA,"Hall, Peirson Mitchell",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-07-03,1966-09-18,NA,"NA Circuit","Appeals",114
NA,"Hamilton, Elwood",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-06-20,1938-04-01,NA,"NA Circuit","Appeals",29
NA,"Hannay, Allen Burroughs",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-08-12,1975-08-06,1983-10-22,"NA Circuit","Appeals",115
NA,"Harrison, Benjamin",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-06-26,1960-08-13,NA,"NA Circuit","Appeals",89
NA,"Hartigan, John Patrick",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-02-12,1951-01-13,NA,"NA Circuit","Appeals",85
NA,"Healey, Arthur Daniel",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1941-12-19,1948-09-16,NA,"NA Circuit","Appeals",107
NA,"Helvering, Guy T.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-10-11,1946-07-04,NA,"NA Circuit","Appeals",129
NA,"Holland, John W.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-01,1955-07-01,1969-11-14,"NA Circuit","Appeals",41
NA,"Holly, William Harrison",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1933-11-08,1943-12-31,1958-01-30,"NA Circuit","Appeals",10
NA,"Hulbert, G. Murray",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1934-06-15,1950-04-26,NA,"NA Circuit","Appeals",17
NA,"Hulen, Rubey Mosley",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1943-07-14,1956-07-07,NA,"NA Circuit","Appeals",126
NA,"Hutcheson, Charles Sterling",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1944-02-10,1959-09-01,1969-10-24,"NA Circuit","Appeals",133
NA,"Igoe, Michael L.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1938-11-21,1965-08-31,1967-08-21,"NA Circuit","Appeals",70
NA,"Jenney, Ralph E.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-07-03,1945-07-13,NA,"NA Circuit","Appeals",54
NA,"Jr., Shackelford Miller,",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-03-04,1945-12-20,NA,"NA Circuit","Appeals",74
NA,"Kalodner, Harry Ellis",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1938-07-06,1946-09-03,NA,"NA Circuit","Appeals",66
NA,"Keeling, Walter Angus",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-01-28,1945-01-22,NA,"NA Circuit","Appeals",108
NA,"Kennedy, Harold Maurice",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1944-09-22,1952-09-30,NA,"NA Circuit","Appeals",140
NA,"Kloeb, Frank Le Blond",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-08-20,1964-09-30,1976-03-11,"NA Circuit","Appeals",55
NA,"LaBuy, Walter J.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1944-03-31,1961-01-31,1967-09-29,"NA Circuit","Appeals",134
NA,"Laws, Bolitha James",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1938-06-24,1948-09-01,NA,"NA Circuit","Appeals",65
NA,"Leahy, Paul Conway",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-01-14,1957-10-07,1966-07-03,"NA Circuit","Appeals",108
NA,"Leamy, James Patrick",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1940-05-07,1949-07-22,NA,"NA Circuit","Appeals",88
NA,"Leavy, Charles Henry",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1942-02-25,1952-08-31,1952-09-25,"NA Circuit","Appeals",109
NA,"Lederle, Arthur F.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-03-06,1960-07-01,1972-04-29,"NA Circuit","Appeals",38
NA,"Leibell, Vincent L.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-20,1954-01-01,1968-09-22,"NA Circuit","Appeals",41
NA,"Lemley, Harry Jacob",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-05-11,1958-09-05,1965-03-05,"NA Circuit","Appeals",76
NA,"Ling, David W.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-03,1964-10-11,1965-05-17,"NA Circuit","Appeals",41
NA,"Long, Augustus V.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1934-06-04,1947-10-01,1955-05-20,"NA Circuit","Appeals",17
NA,"Lovett, Archibald Battle",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1941-10-07,1945-12-28,NA,"NA Circuit","Appeals",105
NA,"Lumpkin, Alva M.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1939-07-19,1941-07-22,NA,"NA Circuit","Appeals",78
NA,"Mahoney, John Christopher",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-06-07,1940-02-21,NA,"NA Circuit","Appeals",29
NA,"Major, James Earl",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1933-06-12,1937-04-05,NA,"NA Circuit","Appeals",5
NA,"Mandelbaum, Samuel",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-22,1946-11-20,NA,"NA Circuit","Appeals",41
NA,"Maris, Albert Branson",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1936-06-22,1938-06-16,NA,"NA Circuit","Appeals",41
NA,"Martin, Sr., John Donelson",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1935-05-03,1940-09-16,NA,"NA Circuit","Appeals",28
NA,"McColloch, Claude C.",NA,NA,NA,"Franklin D. Roosevelt",1933-01-01,1937-08-20,1958-12-31,1959-09-30,"NA Circuit","Appeals",55
